Pm;Vm;Im;Voc;Isc;Voc_coeff;Isc_coeff;Rs;Iph;I0;Rp;n
3.6646;0.486666667;7.53;0.61;8.1;-0.36;0.06;0.006564833;8.1156;2.7334E-10;3.416378333;0.9855
3.8293;0.496666667;7.71;0.615;8.34;-0.39201;0.069005;0.005254167;8.3567;8.2214E-10;2.616815;1.0401
3.9984;0.51;7.84;0.625;8.38;-0.36;0.06;0.004856167;8.3914;2.8317E-10;4.330806667;1.0096
4.106013333;0.505666667;8.12;0.624;8.52;-0.3644;0.042899;0.005160167;8.6092;3.3028E-10;7.053193333;1.0131
3.613037037;0.496296296;7.28;0.605555556;8.06;-0.38899;0.063002;0.004306852;8.0875;7.0883E-10;1.263187037;1.0205
3.956944444;0.513888889;7.7;0.616666667;8.3;-0.34367;0.047301;0.003478472;8.3119;1.531E-10;2.370309722;0.9723
4.095694444;0.513888889;7.97;0.638888889;8.62;-0.388;0.048005;0.005619861;8.6427;7.2588E-10;2.586922222;1.0732
4.056866667;0.503333333;8.06;0.638333333;8.81;-0.35601;0.07;0.007231167;8.8468;2.6126E-10;1.731321667;1.0265
4.1612;0.505;8.24;0.631666667;8.85;-0.33599;0.52753;0.006114167;8.868;2.5704E-10;3.347391667;1.0142
3.796666667;0.496296296;7.65;0.618518519;8.52;-0.3791;0.055329;0.00583;8.5652;5.3718E-10;1.099368519;1.0277
2.44975;0.497916667;4.92;0.615625;5.33;-0.37399;0.089006;0.008326354;5.3422;3.0123E-10;3.63830625;1.0168
3.960972222;0.501388889;7.9;0.620833333;8.41;-0.34;0.05;0.005734583;8.424;1.3729E-10;5.546226389;0.97332
3.602866667;0.481666667;7.48;0.608333333;8.1;-0.37101;0.085;0.007001833;8.1216;4.1249E-10;2.621555;1.0001
2.571111111;0.494444444;5.2;0.629166667;5.4;-0.36711;0.042037;0.011444167;5.4805;2.2867E-10;162.9810875;1.0247
4.053194444;0.526388889;7.7;0.680555556;8.2;-0.37;0.04;0.009525;8.2144;3.8063E-10;14.08372222;1.1135
3.705;0.5;7.41;0.617037037;8.11;-0.35639;0.053736;0.005561481;8.1376;2.3716E-10;1.631966667;0.99196
3.672266667;0.488333333;7.52;0.61;8.09;-0.41;0.06;0.005822167;8.1381;1.379E-09;2.827936667;1.0566
2.223680556;0.493055556;4.51;0.606944444;5.03;-0.31;0.05;0.009379028;5.059;2.5322E-11;1.625529167;0.91057
2.852;0.516666667;5.52;0.6375;5.9;-0.39309;0.077508;0.007230556;5.9682;6.1054E-10;3.622963889;1.0801
2.431416667;0.497222222;4.89;0.613888889;5.25;-0.37921;0.047143;0.008180556;5.2648;3.3295E-10;5.096072222;1.0185
4.168333333;0.508333333;8.2;0.626388889;8.71;-0.35601;0.07;0.005078611;8.7498;2.609E-10;4.651945833;1.0066
3.75245;0.498333333;7.53;0.615;8.09;-0.379;0.055006;0.005290667;8.1018;5.1461E-10;3.624521667;1.0204
3.918986667;0.497333333;7.88;0.618;8.42;-0.37999;0.07;0.005563333;8.4513;5.6766E-10;4.322465;1.0277
3.260833333;0.501666667;6.5;0.626666667;7.2;-0.32;0.06;0.007887167;7.2435;5.5051E-11;1.354451667;0.95514
4.0865;0.515972222;7.92;0.623055556;8.44;-0.33729;0.0616;0.003946944;8.5022;1.2713E-10;2.712595833;0.97398
3.6646;0.502;7.3;0.601;7.95;-0.39079;0.046604;0.002866833;7.9622;7.2631E-10;1.860665;1.0137
3.869840625;0.5071875;7.63;0.618541667;8.1;-0.36719;0.044074;0.004526667;8.1309;3.4365E-10;5.721077083;1.0084
3.612961111;0.499027778;7.24;0.6;7.83;-0.33419;0.057586;0.00383375;7.8441;1.0333E-10;2.134111111;0.93353
3.49932;0.484;7.23;0.595;7.74;-0.327;0.067003;0.005581167;7.7519;7.9443E-11;3.618341667;0.916
3.70417037;0.479814815;7.72;0.607407407;8.16;-0.33799;0.046005;0.007334259;8.1832;1.2344E-10;13.92461481;0.94901
3.499333333;0.483333333;7.24;0.58;8.11;-0.36;0.04;0.003179333;8.1377;2.602E-10;0.929216667;0.93725
3.490909091;0.484848485;7.2;0.613636364;8;-0.3636;0.0856;0.007482576;8.049;3.1462E-10;1.221283333;0.99931
3.822055556;0.494444444;7.73;0.615277778;8.27;-0.356;0.07;0.005984444;8.2808;2.4686E-10;4.573527778;0.98878
3.521074074;0.495925926;7.1;0.601851852;7.72;-0.35689;0.050104;0.004386111;7.7374;2.2879E-10;1.950231481;0.96785
2.221527778;0.486111111;4.57;0.583333333;5.12;-0.40119;0.057539;0.00437375;5.1346;6.5191E-10;1.536111111;0.99975
4.25115;0.5025;8.46;0.618;9.13;-0.363;0.054502;0.004633333;9.1478;3.3809E-10;2.372343333;1.0026
2.57;0.5;5.14;0.622222222;5.43;-0.34201;0.050994;0.009360417;5.4678;9.6087E-11;9.661026389;0.97841
4.250933333;0.506666667;8.39;0.628166667;8.91;-0.33001;0.04;0.005637167;8.9865;9.8837E-11;3.124631667;0.96982
4.309027778;0.506944444;8.5;0.627777778;8.91;-0.4;0.05;0.0048625;9.0359;1.1196E-09;12.46255972;1.0714
2.770833333;0.527777778;5.25;0.629166667;5.65;-0.42311;0.031504;0.003241944;5.7006;1.366E-09;2.901659722;1.1074
3.978437037;0.502962963;7.91;0.618518519;8.46;-0.39901;0.108;0.004582963;8.5551;1.1088E-09;2.407533333;1.0589
4.334145;0.5105;8.49;0.633166667;9.01;-0.33001;0.04;0.005645167;9.0773;9.9897E-11;3.770915;0.9774
4.084923333;0.501833333;8.14;0.63;8.72;-0.34899;0.079002;0.006489667;8.7335;2.0584E-10;4.181735;1.0028
3.499766667;0.471666667;7.42;0.601666667;7.99;-0.37199;0.13599;0.007686667;8.0057;4.5431E-10;3.900935;0.99344
2.775;0.513888889;5.4;0.631944444;5.86;-0.45;0.048003;0.006120556;5.9049;3.0859E-09;2.761433333;1.153
3.752152778;0.493055556;7.61;0.616666667;8.2;-0.34599;0.057;0.006544306;8.2184;1.6758E-10;2.9108375;0.9761
4.002166667;0.491666667;8.14;0.621666667;8.72;-0.33799;0.074002;0.006996167;8.731;1.3689E-10;4.270486667;0.97324
2.637333333;0.511111111;5.16;0.627777778;5.53;-0.35929;0.079295;0.0076475;5.5375;1.875E-10;5.67625;1.0144
3.6646;0.486666667;7.53;0.61;8.09;-0.37;0.08;0.006461667;8.1035;3.961E-10;3.878203333;1.0009
4.083765;0.509833333;8.01;0.627833333;8.6;-0.36169;0.068802;0.005087;8.6131;3.1174E-10;3.345626667;1.0173
4.176296296;0.522037037;8;0.626851852;8.51;-0.36612;0.0347;0.003261852;8.5516;3.4231E-10;3.564701852;1.02
2.501;0.508333333;4.92;0.622222222;5.34;-0.4;0.05;0.006846806;5.3721;6.5896E-10;2.996541667;1.063
4.2925;0.505;8.5;0.629861111;8.97;-0.33001;0.05;0.00598375;9.0691;1.0171E-10;3.882140278;0.97301
3.917876667;0.470333333;8.33;0.612666667;9.01;-0.36001;0.03;0.0084585;9.0362;2.9082E-10;2.90453;0.988
3.456;0.548571429;6.3;0.68;7.45;-0.35641;0.053732;0.007375476;7.5066;1.4431E-10;0.658383333;1.0785
3.923666667;0.496666667;7.9;0.628333333;8.5;-0.34;0.04;0.007305;8.5192;1.3615E-10;3.22742;0.98469
3.611343056;0.494027778;7.31;0.61;7.82;-0.32199;0.064003;0.006046528;7.8322;6.5904E-11;3.860698611;0.93179
4.0975;0.496666667;8.25;0.621111111;8.72;-0.3394;0.070424;0.006168611;8.7781;1.4437E-10;5.910513889;0.97406
3.9204;0.495;7.92;0.617333333;8.57;-0.35359;0.045694;0.006014;8.5922;2.2545E-10;2.318785;0.98749
3.7485;0.51;7.35;0.610833333;7.93;-0.4339;0.076595;0.002482917;7.9772;2.7658E-09;2.271218056;1.0932
4.006716667;0.518333333;7.73;0.616666667;8.65;-0.40819;0.072301;0.002015667;8.6678;1.3947E-09;0.981748333;1.0679
4.028169444;0.494861111;8.14;0.61625;8.61;-0.33;0.05;0.006023333;8.6221;9.7011E-11;12.13199306;0.95165
4.17588;0.521333333;8.01;0.627666667;8.66;-0.356;0.07;0.003498667;8.6741;2.5693E-10;2.153361667;1.0092
3.668816667;0.478333333;7.67;0.611666667;8.25;-0.34101;0.044;0.00807;8.2688;1.3811E-10;3.571071667;0.96019
3.752466667;0.501666667;7.48;0.613333333;8.2;-0.3847;0.080305;0.004468667;8.2231;6.4696E-10;1.58401;1.0282
4.072185185;0.514814815;7.91;0.618518519;8.42;-0.39569;0.070202;0.002969444;8.5118;9.3737E-10;2.42542963;1.0513
4.619;0.516666667;8.94;0.656666667;9.58;-0.33799;0.097004;0.007052167;9.611;1.5599E-10;3.44686;1.0296
4.3155;0.525;8.22;0.630972222;8.66;-0.34411;0.054596;0.00349625;8.6921;1.6609E-10;8.986076389;0.99538
3.916433333;0.488333333;8.02;0.616333333;8.52;-0.33099;0.050998;0.006995167;8.6015;9.9937E-11;3.20686;0.95362
4.373194444;0.513888889;8.51;0.636111111;9.04;-0.34581;0.041305;0.005387778;9.057;1.8017E-10;6.478384722;1.0052
2.706;0.5125;5.28;0.631944444;5.63;-0.36;0.05;0.007951667;5.6759;1.8805E-10;4.467409722;1.0204
4.297275;0.504375;8.52;0.633541667;8.84;-0.32072;0.078281;0.006594792;8.9291;7.356E-11;37.3371;0.96625
4.0618125;0.501458333;8.1;0.623333333;8.6;-0.35999;0.06;0.005688958;8.646;2.9167E-10;4.99334375;1.0068
3.957291667;0.503472222;7.86;0.615277778;8.27;-0.3684;0.041596;0.004526111;8.3274;3.6571E-10;9.091141667;1.0045
3.8834375;0.507638889;7.65;0.620416667;8.6;-0.36;0.07;0.004559722;8.6437;2.8945E-10;0.896997222;1.0046
3.54025;0.495833333;7.14;0.6;7.72;-0.3701;0.111;0.003975;7.7326;3.9561E-10;2.429370833;0.98689
3.790252083;0.506041667;7.49;0.617916667;8.11;-0.33999;0.09;0.004906667;8.1284;1.3972E-10;2.157725;0.97171
2.431888889;0.477777778;5.09;0.6;5.65;-0.3922;0.044372;0.009147361;5.6792;5.3601E-10;1.769590278;1.0144
2.500197917;0.501041667;4.99;0.61875;5.34;-0.37551;0.060393;0.008156667;5.3702;3.057E-10;5.127188542;1.0219
3.649333333;0.495833333;7.36;0.60625;7.89;-0.38179;0.052902;0.00461125;7.9149;5.4909E-10;3.412658333;1.0098
4.083733333;0.506666667;8.06;0.611666667;8.78;-0.3446;0.037506;0.003679;8.8003;1.6436E-10;1.592715;0.96546
3.168;0.48;6.6;0.6;7.33;-0.3635;0.067899;0.006981;7.3697;2.7921E-10;1.290183333;0.97585
4.080902778;0.506944444;8.05;0.613888889;8.48;-0.38471;0.043597;0.003622778;8.5063;6.4412E-10;15.49953333;1.0255
2.129555556;0.47962963;4.44;0.559259259;5.09;-0.33099;0.053006;0.001926111;5.1048;6.2321E-11;1.070740741;0.87012
3.749055556;0.497222222;7.54;0.618055556;8.16;-0.37209;0.081201;0.005876944;8.179;4.2806E-10;2.529361111;1.0175
3.282;0.569791667;5.76;0.672916667;6.14;-0.35601;0.07;0.003190625;6.1433;1.8304E-10;6.02508125;1.0815
3.444777778;0.477777778;7.21;0.605555556;7.82;-0.30349;0.052801;0.008200556;7.8503;3.0763E-11;2.117372222;0.89864
4.081968333;0.512166667;7.97;0.629;8.54;-0.33111;0.064274;0.0052385;8.5535;1.0196E-10;3.31799;0.97421
3.465481481;0.474074074;7.31;0.601851852;8.13;-0.34569;0.063284;0.00766463;8.1145;1.6425E-10;1.446185185;0.9534
3.887333333;0.495833333;7.84;0.619444444;8.43;-0.35;0.05;0.006271667;8.4465;1.97E-10;3.20915;0.98576
2.569444444;0.513888889;5;0.619444444;5.6;-0.40101;0.041;0.004781667;5.6178;6.9204E-10;1.502225;1.0602
4.166666667;0.520833333;8;0.638888889;8.44;-0.34;0.05;0.005164306;8.4915;1.3841E-10;6.453641667;1.0016
2.548058333;0.526458333;4.84;0.6225;5.18;-0.358;0.062992;0.00361;5.1836;1.6356E-10;5.260090625;1.003
4.097745833;0.504027778;8.13;0.625;8.49;-0.4204;0.092297;0.004947917;8.6472;2.0996E-09;17.27913056;1.099
3.99945;0.488333333;8.19;0.625;8.75;-0.33301;0.083006;0.007857167;8.7681;1.1599E-10;5.300151667;0.97169
2.7625;0.53125;5.2;0.642708333;5.77;-0.3853;0.085303;0.005456667;5.7878;4.654E-10;1.766511458;1.0792
3.946666667;0.493333333;8;0.62;8.45;-0.34;0.06;0.006687167;8.5291;1.4099E-10;4.617041667;0.97267
3.96275;0.504166667;7.86;0.630555556;8.37;-0.34;0.05;0.006575;8.3825;1.3666E-10;6.247281944;0.98853
3.973333333;0.533333333;7.45;0.680555556;7.95;-0.32;0.13;0.009286481;7.986;6.9079E-11;4.909401852;1.0406
3.998283333;0.501666667;7.97;0.62;8.6;-0.4154;0.070802;0.004768333;8.6349;1.7476E-09;2.575876667;1.0825
3.847333333;0.483333333;7.96;0.61875;8.33;-0.34502;0.11;0.00793875;8.3972;1.8052E-10;35.78376667;0.98055
3.821180556;0.493055556;7.75;0.611111111;8.3;-0.3525;0.037398;0.005680139;8.3438;2.0837E-10;3.0336875;0.97528
2.291;0.483333333;4.74;0.605555556;5.04;-0.358;0.055992;0.010380139;5.0611;1.5857E-10;9.331893056;0.97502
3.577366667;0.477619048;7.49;0.603809524;8.02;-0.35599;0.07;0.007196905;8.0393;2.3951E-10;4.450335714;0.97035
2.435125;0.504166667;4.83;0.613888889;5.12;-0.3814;0.061191;0.006696111;5.1274;3.5726E-10;15.21752083;1.022
3.891555556;0.488888889;7.96;0.606944444;8.44;-0.35199;0.062002;0.00562875;8.4816;2.1714E-10;5.732313889;0.96914
3.891111111;0.472222222;8.24;0.583333333;8.89;-0.338;0.0409;0.005000833;8.9102;1.3207E-10;2.203336111;0.91166
4.11718125;0.5159375;7.98;0.621979167;8.49;-0.36779;0.044005;0.003520417;8.4951;3.6639E-10;5.846014583;1.0149
4.2745;0.515;8.3;0.638333333;8.9;-0.387;0.037;0.005197667;8.9983;7.194E-10;2.127931667;1.0702
3.542770833;0.687916667;5.15;0.827916667;5.59;-0.3996;0.073703;0.006189583;5.6104;7.0297E-10;3.897822222;1.4157
1.15028;0.386;2.98;0.52;3.4;-0.316;0.00029412;0.025699;3.4555;1.9988E-11;1.57302;0.78523
2.63825;0.508333333;5.19;0.629166667;5.4;-0.34201;0.051;0.008844306;5.444;9.604E-11;71.8547;0.98907
4.170083333;0.511666667;8.15;0.623333333;8.63;-0.40139;0.071205;0.003874167;8.6485;1.1529E-09;10.60049167;1.0673
3.96230625;0.506041667;7.83;0.619375;8.43;-0.356;0.07;0.004741458;8.4445;2.5079E-10;2.763045833;0.99564
4.00697;0.499;8.03;0.617166667;8.47;-0.36881;0.073695;0.005257;8.531;3.9798E-10;7.752805;1.0102
4.249666667;0.508333333;8.36;0.63;9.02;-0.34579;0.040399;0.0054725;9.0404;1.7817E-10;2.425246667;0.99595
3.64420625;0.483958333;7.53;0.618958333;8.07;-0.31898;0.011995;0.008573333;8.0863;5.5727E-11;4.242666667;0.93804
4.070388889;0.496388889;8.2;0.618055556;8.67;-0.33;0.05;0.005987222;8.6828;9.7709E-11;11.8521375;0.95444
3.611574074;0.498148148;7.25;0.607407407;7.92;-0.30299;0.040997;0.005239444;8.0329;2.9293E-11;1.124659259;0.90001
4.097802778;0.505277778;8.11;0.618472222;8.7;-0.34599;0.101;0.004669028;8.713;1.9033E-10;3.131298611;0.98158
4.121553333;0.506333333;8.14;0.624666667;8.54;-0.36441;0.042904;0.0051505;8.5818;3.3037E-10;25.10973167;1.014
3.899138889;0.498611111;7.82;0.616666667;8.44;-0.32;0.012002;0.005841528;8.475;6.0306E-11;2.088651389;0.93636
2.994366667;0.478333333;6.26;0.598333333;6.98;-0.37;0.13;0.007272333;7.0201;3.646E-10;1.266716667;0.98633
4.3554;0.51;8.54;0.63;8.8;-0.35641;0.053727;0.005124815;8.9548;2.6258E-10;53.78752407;1.0111
4.007083333;0.491666667;8.15;0.623333333;8.7;-0.36;0.05;0.0069965;8.7326;2.9047E-10;4.807611667;1.0062
3.7485;0.49;7.65;0.6125;8.5;-0.32;0.06;0.006596389;8.525;6.4998E-11;1.157034722;0.9336
4.174072222;0.510277778;8.18;0.629305556;8.68;-0.32869;0.056544;0.005446389;8.7071;9.39E-11;5.587451389;0.97045
3.89;0.5;7.78;0.619444444;8.32;-0.34;0.05;0.005824444;8.3719;1.3566E-10;2.875683333;0.97142
3.499333333;0.483333333;7.24;0.58;8.11;-0.36;0.06;0.003169667;8.1376;2.6861E-10;0.930008333;0.93849
3.916333333;0.505333333;7.75;0.615;8.52;-0.39501;0.035998;0.003899333;8.5433;8.7363E-10;1.428386667;1.0429
2.363504167;0.501805556;4.71;0.613333333;5.3;-0.4031;0.058491;0.006621667;5.3238;7.1696E-10;1.476118056;1.0541
2.847541667;0.521527778;5.46;0.635416667;5.7;-0.35401;0.055;0.006645972;5.7354;1.5655E-10;34.94821667;1.0169
2.361805556;0.497222222;4.75;0.608333333;5.25;-0.42311;0.031505;0.006474028;5.2345;1.2481E-09;2.668659722;1.0708
3.959541667;0.498055556;7.95;0.621111111;8.55;-0.34;0.04;0.006176528;8.5677;1.3687E-10;2.986677778;0.97341
4.234941667;0.530694444;7.98;0.638611111;8.29;-0.43391;0.076598;0.002854583;8.4028;2.9242E-09;42.55742361;1.1414
4.303555556;0.511111111;8.42;0.629166667;8.94;-0.3189;0.036801;0.005268889;8.9475;6.4134E-11;6.242605556;0.95472
3.747916667;0.486111111;7.71;0.618055556;8.2;-0.31299;0.054;0.008006389;8.2174;4.7931E-11;7.103979167;0.93036
4.064518333;0.506166667;8.03;0.6245;8.54;-0.34801;0.053197;0.005345;8.5585;1.8758E-10;5.672205;0.99088
4.085;0.5;8.17;0.62;8.69;-0.35;0.048999;0.0055435;8.7061;2.0364E-10;6.175588333;0.9863
3.667833333;0.491666667;7.46;0.59;8.36;-0.36;0.06;0.003127667;8.3887;2.7685E-10;0.911693333;0.95469
3.886153704;0.491296296;7.91;0.614444444;8.48;-0.35799;0.1;0.006154259;8.4929;2.8367E-10;4.039290741;0.99217
3.891190278;0.514027778;7.57;0.610972222;8.14;-0.35001;0.05;0.002730972;8.1485;1.8971E-10;2.611875;0.97245
2.655208333;0.531041667;5;0.624479167;5.35;-0.358;0.063009;0.002862708;5.353;1.6889E-10;5.049438542;1.0062
4.201096667;0.504333333;8.33;0.624166667;8.86;-0.33001;0.04;0.005526833;8.9029;9.8153E-11;3.781721667;0.96358
4.176;0.522;8;0.626;8.79;-0.33001;0.050011;0.003427833;8.8136;9.7197E-11;1.275096667;0.96791
3.59805;0.481666667;7.47;0.613333333;7.95;-0.45299;0.066;0.0069275;8.0073;4.6948E-09;12.88120833;1.1233
3.751388889;0.506944444;7.4;0.605972222;8;-0.349;0.059;0.00319;8.0117;1.82E-10;2.174154167;0.96377
4.028777778;0.498611111;8.08;0.616666667;8.64;-0.395;0.052998;0.004951528;8.6757;9.2009E-10;3.768118056;1.0459
4.414281667;0.521166667;8.47;0.6315;9.05;-0.35801;0.11101;0.003767;9.0691;3.0803E-10;3.412396667;1.0205
2.475;0.458333333;5.4;0.611111111;6.3;-0.326;0.006;0.015379444;6.4898;6.1743E-11;0.678088889;0.94298
3.49171875;0.596875;5.85;0.707291667;6.23;-0.291;0.013307;0.0047425;6.258;1.3633E-11;3.962576042;1.0263
2.577138889;0.501388889;5.14;0.619444444;5.48;-0.34;0.04;0.008552778;5.4861;8.7994E-11;7.863502778;0.97056
3.6646;0.486666667;7.53;0.613333333;8.08;-0.35601;0.07;0.007040833;8.0937;2.4111E-10;4.149391667;0.98571
3.833225;0.485833333;7.89;0.62;8.41;-0.345;0.036005;0.007796;8.4455;1.6174E-10;5.316801667;0.9784
4.167194444;0.508194444;8.2;0.626527778;8.51;-0.42039;0.092303;0.004549028;8.6409;2.0809E-09;54.69378889;1.1012
4.027111111;0.491111111;8.2;0.621666667;8.64;-0.34298;0.072905;0.006999722;8.7199;1.642E-10;6.957838889;0.98021
3.838133333;0.493333333;7.78;0.613333333;8.35;-0.35;0.05;0.005915667;8.376;1.9529E-10;3.126321667;0.97605
2.363416667;0.498611111;4.74;0.6125;5.17;-0.31;0.05;0.008851111;5.219;2.6254E-11;2.092548611;0.91841
4.092638889;0.518055556;7.9;0.630555556;8.3;-0.33839;0.044795;0.004624444;8.357;1.2748E-10;7.789343056;0.98579
2.846916667;0.529166667;5.38;0.630555556;5.7;-0.42311;0.031509;0.003237917;5.714;1.3832E-09;14.63278333;1.1088
3.9976;0.506666667;7.89;0.62;8.37;-0.35599;0.07;0.004732333;8.4002;2.5059E-10;5.889688333;0.99624
3.4969;0.481666667;7.26;0.606666667;7.91;-0.34701;0.03603;0.007235667;7.9394;1.6165E-10;1.946096667;0.96076
4.085;0.5;8.17;0.62;8.69;-0.30699;0.038999;0.005939667;8.7752;3.8911E-11;2.484155;0.92414
4.0331625;0.49125;8.21;0.6225;8.76;-0.33001;0.04;0.007181944;8.8063;9.7008E-11;3.627677778;0.96102
3.4155;0.495;6.9;0.605;7.65;-0.33901;0.037007;0.005240333;7.683;1.1576E-10;1.215716667;0.94755
1.981583333;0.576041667;3.44;0.709375;3.7;-0.2799;0.045514;0.015541667;3.7093;5.257E-12;6.159215625;1.0132
2.340333333;0.491666667;4.76;0.610416667;5.18;-0.3741;0.088996;0.008988125;5.1946;2.9338E-10;3.18054375;1.0085
3.814681481;0.505925926;7.54;0.617962963;8.11;-0.34001;0.09;0.004918889;8.1241;1.4016E-10;2.836914815;0.97159
4.013247222;0.485277778;8.27;0.622222222;8.7;-0.33;0.04;0.007941806;8.7492;9.6947E-11;15.5589;0.96024
2.498931944;0.496805556;5.03;0.614305556;5.48;-0.41861;0.034398;0.007479861;5.493;1.1577E-09;3.158469444;1.0749
4.150161667;0.501833333;8.27;0.621166667;8.8;-0.344;0.05;0.005418167;8.8243;1.6641E-10;5.125633333;0.97962
3.996901667;0.486833333;8.21;0.619333333;8.73;-0.3641;0.056999;0.0070985;8.7718;3.4032E-10;6.627075;1.006
3.750388889;0.501388889;7.48;0.627777778;8.09;-0.35131;0.073201;0.006786111;8.1112;2.0481E-10;2.584416667;1.0026
3.712;0.483333333;7.68;0.617592593;8.29;-0.37811;0.087503;0.007697778;8.3087;5.3736E-10;3.402425926;1.0255
2.246333333;0.488333333;4.6;0.61;4.95;-0.36579;0.046;0.010253667;4.9593;1.996E-10;5.465708333;0.99287
4.165972222;0.486111111;8.57;0.597222222;9.3;-0.338;0.040903;0.004562361;9.325;1.3776E-10;1.698241667;0.93355
3.751416667;0.491666667;7.63;0.608333333;8.28;-0.34901;0.0568;0.005614;8.2997;1.8792E-10;2.072811667;0.96742
4.097766667;0.507777778;8.07;0.633194444;8.68;-0.3444;0.084804;0.006136944;8.6975;1.7485E-10;3.049897222;1.0016
3.956861111;0.502777778;7.87;0.623611111;8.5;-0.3804;0.017;0.005479861;8.5172;5.3438E-10;2.702047222;1.0344
4.260722222;0.524074074;8.13;0.631481481;8.63;-0.37199;0.059003;0.003410741;8.7045;4.4023E-10;2.916037037;1.0378
4.015551667;0.503833333;7.97;0.623166667;8.5;-0.34801;0.053106;0.0055445;8.5088;1.8635E-10;5.316215;0.98877
3.828;0.483333333;7.92;0.621527778;8.5;-0.4;0.062906;0.007766806;8.5604;1.0737E-09;3.367052778;1.0621
3.411666667;0.494444444;6.9;0.622222222;7.4;-0.35;0.14;0.007711944;7.4123;1.9856E-10;4.650854167;0.99562
4.08064;0.512;7.97;0.625;8.46;-0.37011;0.042199;0.004422167;8.4841;3.9466E-10;6.392796667;1.023
4.029277778;0.505555556;7.97;0.631944444;8.45;-0.44301;0.049006;0.0054725;8.5205;3.7189E-09;10.9375875;1.1416
3.662916667;0.491666667;7.45;0.616666667;8.1;-0.388;0.06;0.006438667;8.1229;6.929E-10;2.27299;1.0368
4.08;0.51;8;0.619;8.64;-0.3;0.04;0.004603667;8.66;2.8768E-11;1.986166667;0.91282
3.517638889;0.453888889;7.75;0.570555556;8.37;-0.3287;0.056535;0.006429028;8.3935;8.9949E-11;2.294258333;0.88023
3.947027778;0.515277778;7.66;0.615277778;8.3;-0.35;0.05;0.003035556;8.3128;1.9277E-10;1.966748611;0.97951
3.703388889;0.494444444;7.49;0.611111111;8.19;-0.328;0.04;0.005863333;8.221;8.2917E-11;1.562183333;0.94123
3.703388889;0.494444444;7.49;0.605555556;8.16;-0.38471;0.080294;0.004557222;8.1796;6.4541E-10;1.893794444;1.0149
4.306944444;0.486111111;8.86;0.597222222;9.61;-0.338;0.040895;0.004396944;9.7091;1.4337E-10;1.220829167;0.93404
3.750666667;0.483333333;7.76;0.599333333;8.29;-0.36899;0.073004;0.005434833;8.3187;3.8916E-10;4.133288333;0.98147
3.61;0.5;7.22;0.607407407;8;-0.35689;0.0501;0.004362593;8.0291;2.3527E-10;1.199683333;0.9774
3.6654;0.492;7.45;0.613666667;7.95;-0.31999;0.13;0.006711833;7.9759;6.8965E-11;4.121361667;0.93834
3.98344;0.493;8.08;0.61;8.6;-0.34399;0.05;0.005417833;8.6282;1.6256E-10;4.918136667;0.962
2.6265;0.515;5.1;0.62625;5.52;-0.35299;0.083007;0.00664075;5.5311;1.5031E-10;3.3146325;1.0033
3.7515;0.508333333;7.38;0.616666667;7.95;-0.36689;0.03922;0.004225417;7.9619;3.2867E-10;2.813614583;1.005
3.89;0.5;7.78;0.6;8.41;-0.3212;0.07849;0.003552222;8.4253;6.9931E-11;1.958561111;0.91662
3.499333333;0.483333333;7.24;0.58;8.11;-0.2969;0.036695;0.003864667;8.0902;2.4638E-11;0.991981667;0.85384
3.831146667;0.488666667;7.84;0.6195;8.31;-0.33941;0.070421;0.007416833;8.397;1.3776E-10;4.177878333;0.97166
4.107055556;0.497222222;8.26;0.618055556;8.66;-0.39861;0.042206;0.005197917;8.7765;1.0307E-09;17.38282639;1.0523
3.418833333;0.468333333;7.3;0.601666667;7.9;-0.3526;0.1041;0.008517167;7.9272;2.1978E-10;2.76208;0.96447
3.835;0.491666667;7.8;0.613333333;8.45;-0.38019;0.066899;0.005818333;8.4625;5.6722E-10;2.537868333;1.0203
4.098933333;0.506666667;8.09;0.625138889;8.71;-0.32302;0.065006;0.005518056;8.729;7.6289E-11;2.524180556;0.95665
3.831944444;0.494444444;7.75;0.618055556;8.38;-0.34;0.07;0.006443194;8.4026;1.4027E-10;2.384165278;0.97061
2.777777778;0.555555556;5;0.663888889;5.4;-0.2919;0.043;0.006148611;5.4103;1.2832E-11;3.233655556;0.96675
3.751875;0.479166667;7.83;0.614583333;8.3;-0.32959;0.044578;0.008287083;8.3459;9.1611E-11;9.128252083;0.94823
3.6332;0.488333333;7.44;0.605;8.25;-0.3;0.13;0.006226833;8.2971;3.1715E-11;1.091478333;0.89806
4.085713333;0.503166667;8.12;0.633333333;8.61;-0.331;0.050999;0.006927833;8.6431;1.0095E-10;7.078633333;0.97965
4.168333333;0.508333333;8.2;0.622222222;8.69;-0.41621;0.0942;0.00401875;8.7285;1.8794E-09;10.63423333;1.0884
4.01802;0.501;8.02;0.619333333;8.42;-0.3644;0.042898;0.00531;8.5004;3.2606E-10;7.470178333;1.0055
3.917083333;0.495833333;7.9;0.611666667;8.69;-0.31523;0.015627;0.0055445;8.7481;5.1214E-11;1.167456667;0.9227
4.162962963;0.52037037;8;0.631481481;8.5;-0.34;0.05;0.004320926;8.5128;1.3869E-10;5.517731481;0.99001
4.33287;0.517666667;8.37;0.629333333;8.93;-0.383;0.136;0.003789167;8.9364;7.2915E-10;5.24674;1.0551
3.77655;0.493666667;7.65;0.602166667;8.48;-0.34996;0.06;0.0044405;8.514;1.9824E-10;1.10896;0.95988
