,Pm,Vm,Im,Voc,Isc,Voc_coeff,Isc_coeff,Rs,Iph,I0,Rp,n
4779,3.613347222,0.490277778,7.37,0.6125,7.92,-0.27331,0.096402,0.007381944,7.9418,9.1584E-12,2.684029167,0.86819
4780,4.239131944,0.520138889,8.15,0.636388889,8.78,-0.43741,0.087506,0.003863472,8.7897,3.4415E-09,3.499872222,1.1446
4781,2.63825,0.508333333,5.19,0.627777778,5.53,-0.365,0.036998,0.00816375,5.5449,2.1505E-10,8.206780556,1.0198
4782,4.00465,0.505,7.93,0.62,8.67,-0.32901,0.044002,0.0051345,8.6999,9.1758E-11,1.488466667,0.95662
4783,4.093069444,0.509722222,8.03,0.625,8.52,-0.326,0.061995,0.005134028,8.5261,8.3794E-11,7.183148611,0.96017
4784,2.836516667,0.478333333,5.93,0.596666667,6.62,-0.37,0.13,0.007396833,6.6577,3.4563E-10,1.298171667,0.98364
4785,4.08343125,0.509791667,8.01,0.631770833,8.51,-0.34287,0.024924,0.005803958,8.5209,1.4862E-10,7.388525,0.99305
4786,4.0831,0.511666667,7.98,0.621666667,8.47,-0.35601,0.07,0.004186833,8.4843,2.5336E-10,6.520561667,0.99891
4787,2.707083333,0.506944444,5.34,0.629166667,5.67,-0.34201,0.051005,0.008820694,5.6845,9.9899E-11,9.671318056,0.98931
4788,2.706364583,0.513541667,5.27,0.625,5.64,-0.36,0.05,0.006474375,5.6489,1.876E-10,5.482822917,1.0091
4789,2.603125,0.510416667,5.1,0.622916667,5.51,-0.3759,0.030708,0.006701667,5.5198,3.0431E-10,3.782578125,1.0277
4790,3.724666667,0.503333333,7.4,0.619,8.1,-0.337,0.038,0.005535333,8.1286,1.1463E-10,1.568021667,0.96623
4791,2.290277778,0.472222222,4.85,0.580555556,5.24,-0.38151,0.030897,0.007289028,5.2498,3.4841E-10,3.877770833,0.96538
4792,3.748741667,0.499166667,7.51,0.617166667,7.9,-0.40999,0.05,0.005211167,7.9444,1.3384E-09,24.49572333,1.0676
4793,4.23605,0.517222222,8.19,0.629861111,8.77,-0.343,0.028997,0.004413889,8.7816,1.5409E-10,3.335958333,0.99076
4794,2.495625,0.504166667,4.95,0.619444444,5.61,-0.34,0.05,0.007932222,5.647,8.9195E-11,1.203498611,0.97314
4795,4.252485,0.5205,8.17,0.634166667,8.66,-0.42691,0.083002,0.003691,8.6797,2.5172E-09,11.24703667,1.1243
4796,3.743055556,0.486111111,7.7,0.597916667,8.24,-0.3115,0.026408,0.005474444,8.2538,4.3166E-11,3.276226389,0.89667
4797,3.674333333,0.486666667,7.55,0.608333333,8.09,-0.312,0.043004,0.006830333,8.1059,4.4444E-11,3.466635,0.91393
4798,4.372809722,0.512638889,8.53,0.633611111,9.12,-0.32299,0.065,0.005430417,9.1739,8.0187E-11,2.667093056,0.96952
4799,3.58875,0.4785,7.5,0.604333333,8.03,-0.35637,0.0266,0.007130667,8.0742,2.2783E-10,3.41854,0.96922
4800,3.835,0.491666667,7.8,0.616666667,8.4,-0.349,0.056798,0.006557,8.4183,1.9132E-10,3.003168333,0.98037
4801,4.06315,0.509166667,7.98,0.630833333,8.48,-0.3094,0.052594,0.006119479,8.4886,4.2745E-11,6.066094792,0.94429
4802,2.29021875,0.498958333,4.59,0.615625,5,-0.39941,0.0414,0.008255417,5.0125,5.9581E-10,3.3144375,1.0502
4803,4.191213889,0.521944444,8.03,0.625972222,8.55,-0.3373,0.061602,0.003434861,8.5744,1.2839E-10,3.653344444,0.97831
4804,3.5856,0.48,7.47,0.608333333,8.04,-0.372,0.136,0.007251167,8.0552,4.5716E-10,3.837291667,1.0045
4805,3.835,0.491666667,7.8,0.611666667,8.26,-0.34,0.041005,0.006072833,8.2716,1.333E-10,11.52436667,0.95825
4806,4.362111111,0.507222222,8.6,0.633333333,9.07,-0.33,0.05,0.006023611,9.1598,1.0263E-10,4.799718056,0.9782
4807,3.915847222,0.501388889,7.81,0.622222222,8.34,-0.341,0.044005,0.005956667,8.3583,1.3976E-10,4.335395833,0.97666
4808,3.8505,0.51,7.55,0.632833333,8.01,-0.34001,0.06,0.006278667,8.0317,1.3308E-10,7.681218333,0.99267
4809,3.8913,0.51,7.63,0.613518519,8.12,-0.3661,0.034704,0.003487778,8.1438,3.2633E-10,4.354966667,0.99819
4810,3.33025,0.48125,6.92,0.602083333,7.51,-0.35651,0.045007,0.006918542,7.5322,2.1848E-10,2.341164583,0.96722
4811,4.42317,0.522833333,8.46,0.645166667,8.92,-0.31999,0.05,0.005533,8.9838,6.8557E-11,5.130296667,0.9815
4812,3.83211,0.513,7.47,0.614,8,-0.4339,0.0766,0.002425833,8.0558,2.8126E-09,2.81497,1.0989
4813,3.91689,0.489,8.01,0.616666667,8.48,-0.36151,0.060519,0.006674333,8.5382,3.0459E-10,7.219883333,0.99815
4814,4.0831,0.511666667,7.98,0.621666667,8.47,-0.32976,0.058595,0.004443,8.5113,9.5567E-11,3.842933333,0.96044
4815,2.5,0.5,5,0.611111111,5.6,-0.422,0.0375,0.005968611,5.6218,1.298E-09,1.531330556,1.0755
4816,4.668901667,0.522833333,8.93,0.640833333,9.44,-0.32299,0.062998,0.004739167,9.4714,8.302E-11,6.399258333,0.98008
4817,4.02105,0.507708333,7.92,0.62875,8.42,-0.30939,0.052601,0.006103542,8.4645,4.2426E-11,3.723763542,0.94128
4818,3.613037037,0.496296296,7.28,0.605925926,7.85,-0.354,0.138,0.004783148,7.864,2.4125E-10,2.682488889,0.97542
4819,4.095583333,0.495833333,8.26,0.629166667,8.57,-0.4162,0.078996,0.0065525,8.7402,1.8245E-09,18.51320139,1.0988
4820,3.954833333,0.508333333,7.78,0.630277778,8.56,-0.38799,0.048002,0.005423056,8.5917,7.1543E-10,1.463994444,1.0593
4821,2.551083333,0.504166667,5.06,0.619791667,5.43,-0.3755,0.060405,0.007557396,5.4374,3.1019E-10,5.611536458,1.0236
4822,4.02955,0.49625,8.12,0.629444444,8.53,-0.32813,0.057468,0.007460278,8.5717,9.0983E-11,24.24584722,0.96967
4823,4.237430556,0.526388889,8.05,0.643055556,8.47,-0.36,0.05,0.004683194,8.4975,2.8383E-10,17.06355139,1.0378
4824,3.713398148,0.487962963,7.61,0.609074074,8.18,-0.32831,0.054951,0.006503889,8.1975,8.651E-11,3.040335185,0.93888
4825,3.751416667,0.491666667,7.63,0.608333333,8.28,-0.4069,0.076896,0.005036167,8.2977,1.3097E-09,2.35872,1.0506
4826,4.2993,0.51,8.43,0.645,9.05,-0.31801,0.017006,0.007228167,9.0703,6.053E-11,3.224848333,0.97644
4827,3.520444444,0.494444444,7.12,0.603703704,7.98,-0.38899,0.062995,0.004394259,8.0146,6.9875E-10,1.014233333,1.0178
4828,4.0144,0.52,7.72,0.62,8.37,-0.3686,0.039104,0.002735333,8.3815,3.6522E-10,1.99109,1.0131
4829,4.222520833,0.502083333,8.41,0.626388889,8.88,-0.33,0.05,0.006043889,8.9277,1.0026E-10,6.665081944,0.96741
4830,4.307722222,0.515277778,8.36,0.643055556,8.75,-0.443,0.049006,0.005229444,8.8612,3.8331E-09,21.67475139,1.161
4831,3.9565,0.5125,7.72,0.635416667,8.45,-0.32,0.03,0.0062325,8.4846,6.1755E-11,1.522595833,0.96625
4832,3.955555556,0.494444444,8,0.618194444,8.52,-0.33999,0.039002,0.006306389,8.5627,1.3692E-10,4.1743625,0.9686
4833,4.32471,0.507,8.53,0.630166667,8.85,-0.34499,0.036,0.005638167,8.9857,1.7235E-10,11.44822333,0.99419
4834,4.010941667,0.493958333,8.12,0.615520833,8.58,-0.32809,0.039604,0.00608125,8.6705,8.8391E-11,3.171489583,0.94744
4835,3.7375,0.498333333,7.5,0.608333333,8,-0.38559,0.0437,0.004404833,8.023,6.2208E-10,4.541703333,1.0178
4836,4.034666667,0.494444444,8.16,0.614305556,8.59,-0.3986,0.0422,0.005210972,8.6335,1.0146E-09,23.60812917,1.0459
4837,3.611805556,0.486111111,7.43,0.630555556,8.56,-0.32,0.04,0.009642222,8.6951,6.198E-11,0.646033333,0.96064
4838,3.7448,0.503333333,7.44,0.6055,7.86,-0.33,0.05,0.0039215,7.8785,8.8526E-11,8.088911667,0.93513
4839,4.097508333,0.513472222,7.98,0.623611111,8.7,-0.32,0.05,0.004447083,8.7641,6.5577E-11,1.3311625,0.94949
4840,4.029,0.51,7.9,0.623888889,8.42,-0.35641,0.053729,0.004729444,8.4302,2.4895E-10,5.180905556,1.0021
4841,3.89636,0.508,7.67,0.623166667,8.14,-0.37601,0.034496,0.004882667,8.185,4.5834E-10,5.371218333,1.0281
4842,3.83568,0.488,7.86,0.623,8.31,-0.3862,0.075596,0.007508,8.3476,6.9431E-10,19.87801167,1.0449
4843,4.134625,0.501166667,8.25,0.620166667,8.78,-0.34399,0.05,0.005406833,8.7918,1.6587E-10,5.79039,0.978
4844,3.8313,0.495,7.74,0.608333333,8.42,-0.40359,0.068195,0.0045065,8.4386,1.1871E-09,2.038401667,1.0454
4845,3.960152778,0.491944444,8.05,0.624027778,8.46,-0.32811,0.057447,0.007464167,8.5031,9.0131E-11,18.50371111,0.96131
4846,4.063434375,0.496145833,8.19,0.6184375,8.65,-0.37345,0.010081,0.005673854,8.7181,4.332E-10,6.6727125,1.015
4847,3.820577778,0.508055556,7.52,0.61,8.17,-0.42684,0.04765,0.002660139,8.2394,2.233E-09,1.571193056,1.0802
4848,3.751416667,0.491666667,7.63,0.613888889,8.37,-0.32,0.01,0.006601389,8.4089,5.9159E-11,1.420369444,0.93236
4849,4.307508333,0.524027778,8.22,0.643055556,8.76,-0.336,0.023995,0.005120833,8.7692,1.183E-10,4.881388889,1.0006
4850,4.0804,0.505,8.08,0.618333333,8.64,-0.37,0.08,0.004488833,8.6751,4.2339E-10,3.336868333,1.0146
4851,4.1666,0.502,8.3,0.630833333,8.65,-0.3642,0.064405,0.006363167,8.7324,3.4436E-10,22.87383333,1.0251
4852,2.224166667,0.472222222,4.71,0.598611111,5.23,-0.35399,0.062256,0.011509028,5.263,1.4196E-10,1.823855556,0.95993
4853,3.747916667,0.486111111,7.71,0.618055556,8.2,-0.37901,0.071,0.007346667,8.2622,5.3805E-10,5.074593056,1.0263
4855,4.08408,0.498666667,8.19,0.628,8.56,-0.3642,0.064404,0.006562833,8.6297,3.4031E-10,22.926965,1.0205
4856,3.704296296,0.492592593,7.52,0.614814815,8.37,-0.37916,0.055329,0.006006667,8.4146,5.2886E-10,1.128166667,1.0216
4857,3.83554,0.493,7.78,0.6115,8.24,-0.35999,0.105,0.005648333,8.2758,2.9905E-10,7.309685,0.99032
4858,3.83145,0.519166667,7.38,0.622222222,8.5,-0.32835,0.054953,0.003484444,8.5453,8.7282E-11,0.653469444,0.96146
4859,3.333888889,0.472222222,7.06,0.566666667,8.12,-0.32,0.04,0.003513056,8.1654,5.8873E-11,0.628713889,0.86363
4860,3.702888889,0.487222222,7.6,0.609074074,8.16,-0.356,0.07,0.006344259,8.1741,2.4332E-10,3.680355556,0.97892
4861,3.948670833,0.508194444,7.77,0.622083333,8.64,-0.35999,0.07,0.004657361,8.6774,2.919E-10,1.076859722,1.0069
4863,3.4675,0.475,7.3,0.601666667,8.13,-0.3564,0.067269,0.007369833,8.1838,2.4184E-10,1.113653333,0.96863
4864,3.817331667,0.493833333,7.73,0.618333333,8.46,-0.3779,0.036099,0.0061865,8.491,5.0141E-10,1.688963333,1.0238
4865,4.098583333,0.498611111,8.22,0.619444444,8.73,-0.39,0.04,0.005257083,8.8001,7.8134E-10,4.285852778,1.0425
4866,3.8893,0.485555556,8.01,0.626944444,8.97,-0.32419,0.041405,0.008638889,9.008,7.8539E-11,1.035561111,0.96087
4867,2.495625,0.504166667,4.95,0.619444444,5.61,-0.36,0.109,0.007566111,5.6446,2.0056E-10,1.226626389,1.006
4868,2.71,0.5,5.42,0.625,6.02,-0.34,0.05,0.009205,6.055,9.6615E-11,1.582922222,0.98115
4869,3.488485,0.5005,6.97,0.616666667,8.28,-0.356,0.121,0.005408333,8.3684,2.6004E-10,0.506435,0.99853
4870,3.8893,0.485555556,8.01,0.614027778,8.58,-0.3394,0.07042,0.00701625,8.6067,1.4118E-10,3.679404167,0.96314
4871,3.960972222,0.501388889,7.9,0.623611111,8.55,-0.36719,0.074304,0.005752917,8.5705,3.7636E-10,2.401229167,1.0191
4872,4.075077778,0.511944444,7.96,0.61,8.53,-0.33151,0.062614,0.002937222,8.6085,1.0249E-10,1.800186111,0.94539
4873,2.332,0.488888889,4.77,0.616666667,5.2,-0.33099,0.028,0.0116,5.2505,5.8155E-11,2.318016667,0.95344
4874,3.51762963,0.474074074,7.42,0.601851852,7.95,-0.356,0.07,0.007538333,7.9832,2.3759E-10,3.739524074,0.9673
4875,2.7115,0.519444444,5.22,0.633333333,5.56,-0.34,0.04,0.00715875,5.5691,8.9259E-11,7.085459722,0.99236
4876,3.820577778,0.508055556,7.52,0.61,8.17,-0.3342,0.057576,0.0036325,8.1866,1.0764E-10,1.792518056,0.94924
4878,4.014814815,0.501851852,8,0.622222222,8.3,-0.37571,0.1206,0.005450185,8.3901,5.2852E-10,35.54122407,1.0312
4879,2.361805556,0.497222222,4.75,0.613888889,5.14,-0.32,0.04,0.009316389,5.1936,3.8397E-11,2.484366667,0.93402
4880,4.000505,0.4945,8.09,0.620833333,8.48,-0.34,0.038998,0.006588333,8.5282,1.3724E-10,25.25006167,0.97242
4881,3.917763333,0.490333333,7.99,0.625166667,8.71,-0.34444,0.084799,0.007625833,8.7457,1.7519E-10,1.85983,0.98936
4882,4.306041667,0.521944444,8.25,0.63625,8.8,-0.3444,0.084795,0.004466667,8.828,1.7772E-10,3.608170833,1.0063
4883,4.085271667,0.515166667,7.93,0.624333333,8.57,-0.36999,0.06,0.0038585,8.5843,4.0551E-10,2.319631667,1.0234
4884,4.08545,0.505,8.09,0.623333333,8.61,-0.31401,0.0060046,0.0056745,8.6198,4.8406E-11,4.991851667,0.93707
4885,2.499158333,0.500833333,4.99,0.616666667,5.29,-0.4164,0.036994,0.007258611,5.3027,1.0623E-09,20.65217778,1.0751
4886,2.570638889,0.497222222,5.17,0.622222222,5.48,-0.3296,0.027664,0.010113194,5.4854,5.87E-11,17.27221389,0.95899
4887,2.518055556,0.513888889,4.9,0.630555556,5.2,-0.3972,0.060404,0.007432083,5.2067,6.0045E-10,19.37585417,1.0728
4888,4.08576,0.512,7.98,0.624,8.67,-0.43389,0.076597,0.003586167,8.7082,3.0283E-09,1.940886667,1.1171
4890,2.393375,0.5125,4.67,0.614583333,5.03,-0.37869,0.069404,0.005032917,5.0359,3.2272E-10,4.41028125,1.0204
4891,3.83268,0.492,7.79,0.61,8.32,-0.40391,0.097716,0.005166,8.326,1.2433E-09,7.12645,1.0499
4892,2.394791667,0.494791667,4.84,0.6125,5.25,-0.374,0.08901,0.008552813,5.2628,2.9664E-10,3.51054375,1.0116
4893,3.335625,0.5625,5.93,0.675,6.3,-0.31,0.016,0.005517222,6.3157,3.0621E-11,5.837690278,1.0092
4894,2.428458333,0.484722222,5.01,0.595833333,5.42,-0.38149,0.030904,0.007219167,5.4308,3.5999E-10,3.630833333,0.99081
4895,4.095,0.5,8.19,0.623333333,8.79,-0.41179,0.087304,0.005295,8.8703,1.6476E-09,2.633085,1.0841
4896,4.234416667,0.508333333,8.33,0.623611111,8.73,-0.4078,0.086999,0.004206667,8.8397,1.4649E-09,19.23234722,1.078
4897,4.06784,0.529666667,7.68,0.653833333,8.19,-0.33999,0.06,0.005959333,8.2252,1.3573E-10,3.999073333,1.0258
4898,3.7522,0.486666667,7.71,0.609666667,8.45,-0.35361,0.045704,0.006378333,8.4852,2.2136E-10,1.53193,0.97566
4899,3.926,0.503333333,7.8,0.616666667,8.2,-0.38559,0.043695,0.004596,8.238,6.4198E-10,16.78689333,1.0314
4901,3.667833333,0.491666667,7.46,0.59,8.36,-0.29689,0.036699,0.003770667,8.4771,2.405E-11,0.713773333,0.86705
4902,3.499766667,0.471666667,7.42,0.601666667,7.99,-0.35601,0.07,0.007862833,8.0291,2.3852E-10,3.039608333,0.96711
4903,3.881666667,0.507407407,7.65,0.618518519,8.3,-0.32,0.04,0.004904259,8.3217,6.183E-11,1.872101852,0.94095
4904,3.796722222,0.505555556,7.51,0.627777778,8.14,-0.3818,0.052899,0.005815741,8.1838,5.6524E-10,2.1207,1.046
4905,4.179011111,0.507777778,8.23,0.632407407,8.61,-0.41379,0.089199,0.005311667,8.7558,1.7415E-09,16.76790185,1.1021
4906,4.026155556,0.488611111,8.24,0.634166667,9.14,-0.33929,0.060503,0.008710833,9.209,1.4588E-10,1.153458333,0.99502
4907,3.982001389,0.505972222,7.87,0.614027778,8.4,-0.33728,0.061595,0.004283472,8.409,1.2592E-10,4.020175,0.95957
4908,2.495,0.5,4.99,0.616666667,5.4,-0.37401,0.089,0.007949722,5.4115,3.054E-10,3.724316667,1.0185
4909,3.9699,0.495,8.02,0.62,8.57,-0.36,0.05,0.006239167,8.58,2.8562E-10,5.37679,1.0008
4911,3.58625,0.475,7.55,0.596666667,8.14,-0.33899,0.022002,0.006749667,8.2303,1.2186E-10,1.77719,0.93289
4912,3.83173,0.480166667,7.98,0.6175,8.46,-0.36089,0.069905,0.008050333,8.5132,3.0139E-10,8.258626667,0.99913
4913,2.499495833,0.502916667,4.97,0.623611111,5.31,-0.38699,0.074482,0.008522083,5.3646,4.5318E-10,4.224115278,1.0477
4914,4.098166667,0.509722222,8.04,0.631944444,8.68,-0.3804,0.017005,0.005405556,8.6973,5.4569E-10,2.726826389,1.0482
4915,3.8893,0.485555556,8.01,0.626944444,8.97,-0.3393,0.060502,0.008474722,9.0499,1.4268E-10,0.951591667,0.98405
4916,3.581866667,0.486666667,7.36,0.61,8.1,-0.36,0.07,0.006635333,8.1369,2.7524E-10,1.45465,0.98694
4917,3.75215,0.505,7.43,0.615,8.3,-0.32401,0.027,0.00481375,8.3408,6.9781E-11,0.978619444,0.94135
4918,3.6685,0.483333333,7.59,0.606666667,8.32,-0.4069,0.081803,0.006051333,8.3493,1.3219E-09,1.721106667,1.0484
4919,4.165333333,0.488888889,8.52,0.626388889,8.94,-0.34,0.035,0.00763125,8.9971,1.4386E-10,23.53561667,0.98086
4920,4.00896,0.512,7.83,0.614,8.32,-0.3624,0.054796,0.003208667,8.3393,3.0354E-10,4.7665,0.9949
4921,3.820733333,0.495555556,7.71,0.621111111,8.2,-0.41,0.13,0.006041389,8.2217,1.5454E-09,11.291125,1.0798
4922,4.334833333,0.516666667,8.39,0.63,9.05,-0.33479,0.047989,0.0044475,9.0681,1.2054E-10,2.229331667,0.98037
4923,3.8354,0.508,7.55,0.61,8.17,-0.39079,0.04661,0.003060167,8.1829,7.4849E-10,2.265141667,1.0286
4924,3.504166667,0.483333333,7.25,0.606666667,7.86,-0.31201,0.043003,0.007341,7.968,4.2931E-11,1.443533333,0.91195
4925,3.749472222,0.486944444,7.7,0.613611111,8.2,-0.34,0.039,0.007049444,8.2874,1.3176E-10,2.827365278,0.96155
4926,4.027555556,0.511111111,7.88,0.622222222,8.5,-0.3704,0.055906,0.004198333,8.5236,4.0608E-10,2.415275,1.0203
4927,3.894479167,0.510416667,7.63,0.620833333,8.17,-0.34801,0.109,0.004494861,8.1801,1.9459E-10,3.630384722,0.98869
4929,2.5041,0.51,4.91,0.62,5.3,-0.34801,0.054283,0.006910972,5.3098,1.1569E-10,3.731038889,0.98425
4930,3.891481481,0.492592593,7.9,0.611111111,8.15,-0.3373,0.050196,0.005853889,8.291,1.2134E-10,23.91469815,0.95355
4931,2.430763889,0.493055556,4.93,0.591666667,5.52,-0.4012,0.057536,0.004115833,5.5356,7.0314E-10,1.4594375,1.014
4932,3.760166667,0.488333333,7.7,0.605833333,8.15,-0.34,0.06,0.005867333,8.2443,1.3575E-10,2.946365,0.95065
4933,3.614097222,0.493055556,7.33,0.591666667,8.21,-0.3212,0.07849,0.003623333,8.1723,6.7743E-11,1.113891667,0.90492
4934,3.9184,0.496,7.9,0.614333333,8.36,-0.3688,0.073696,0.005416333,8.4021,3.9191E-10,7.31057,1.0056
4935,3.897208333,0.504166667,7.73,0.625555556,8.4,-0.36612,0.034702,0.005736111,8.4234,3.352E-10,2.059836111,1.0183
4936,3.961625,0.5125,7.73,0.619444444,8.32,-0.40841,0.082897,0.003327361,8.3859,1.3963E-09,2.115605556,1.0725
4937,2.509375,0.506944444,4.95,0.619444444,5.49,-0.31,0.04,0.007898611,5.5364,2.7522E-11,1.534295833,0.92905
4938,2.3613,0.51,4.63,0.614027778,4.98,-0.37501,0.075,0.005627778,4.9859,2.8538E-10,4.789006944,1.0145
4939,3.33795,0.481666667,6.93,0.61,7.45,-0.37691,0.080403,0.0077585,7.4628,4.5979E-10,4.529923333,1.0107
4940,3.81875,0.489583333,7.8,0.602222222,8.27,-0.31663,0.028585,0.005422083,8.276,5.3585E-11,7.452044444,0.91017
4941,3.610902778,0.498055556,7.25,0.604722222,8.57,-0.4339,0.076604,0.003171528,8.6221,2.9152E-09,0.521209722,1.0865
4942,4.332823333,0.530333333,8.17,0.636666667,8.8,-0.36631,0.043295,0.0031845,8.838,3.5884E-10,2.110138333,1.0372
4943,4.1,0.5,8.2,0.633333333,8.7,-0.34,0.04,0.007213333,8.726,1.4026E-10,7.948681667,0.9922
4944,3.894,0.491666667,7.92,0.618055556,8.43,-0.37,0.06,0.006451528,8.4768,4.0281E-10,5.334390278,1.0126
4945,4.238416667,0.502777778,8.43,0.618472222,9.1,-0.36299,0.054505,0.004666667,9.118,3.3686E-10,2.3564375,1.0033
4946,3.98555,0.5045,7.9,0.619666667,8.49,-0.35239,0.0398,0.0050035,8.5151,2.1274E-10,2.77578,0.98904
4947,3.817111111,0.494444444,7.72,0.620833333,8.23,-0.356,0.07,0.006699028,8.2595,2.4632E-10,5.349306944,0.99763
4948,2.63825,0.508333333,5.19,0.627777778,5.56,-0.3931,0.0775,0.00769375,5.5798,5.7641E-10,5.425876389,1.0636
4949,3.751416667,0.491666667,7.63,0.59,8.55,-0.38251,0.067006,0.0028295,8.5765,6.1034E-10,0.911465,0.98611
4950,4.006335,0.500166667,8.01,0.615,8.68,-0.34,0.050012,0.0050655,8.7022,1.4053E-10,1.98293,0.96471
4951,3.611805556,0.486111111,7.43,0.619444444,8.04,-0.343,0.043197,0.008141389,8.0648,1.4423E-10,2.643704167,0.97542
4952,3.708333333,0.494444444,7.5,0.622222222,8.2,-0.33199,0.039,0.007261296,8.2356,9.6595E-11,1.672314815,0.964
4953,4.160896667,0.511166667,8.14,0.63,8.69,-0.35299,0.083003,0.005176667,8.6998,2.3796E-10,4.790053333,1.0088
4954,3.7345,0.485,7.7,0.61,8.3,-0.37199,0.13,0.006511833,8.3169,4.6739E-10,3.207678333,1.0069
4955,4.1954625,0.50125,8.37,0.625,8.84,-0.33,0.05,0.006007917,8.9386,1.0006E-10,3.806076389,0.96545
4956,2.504444444,0.511111111,4.9,0.613888889,5.35,-0.356,0.07,0.00526375,5.3613,1.5807E-10,2.493141667,0.98735
4958,2.85,0.527777778,5.4,0.634722222,5.69,-0.3753,0.069192,0.004955972,5.7055,3.2917E-10,20.12374444,1.0481
4959,3.890777778,0.501388889,7.76,0.615277778,8.4,-0.37,0.08,0.004779861,8.4175,4.097E-10,2.289256944,1.0099
4960,4.005,0.5,8.01,0.579166667,8.59,-0.34101,0.044005,0.000787617,8.5929,1.4308E-10,2.369783333,0.90935
4961,3.864933333,0.471333333,8.2,0.6075,8.88,-0.3831,0.029403,0.007628833,8.9044,6.2207E-10,2.780118333,1.0122
4962,4.031666667,0.491666667,8.2,0.625,8.65,-0.319,0.049006,0.007563056,8.6812,6.3864E-11,13.69262361,0.94913
4963,4.25905,0.515,8.27,0.633333333,8.84,-0.305,0.062002,0.005439,8.8542,3.7729E-11,3.386111667,0.9423
4964,3.959236111,0.506944444,7.81,0.608333333,8.46,-0.32,0.04,0.003609861,8.4766,6.2999E-11,1.834322222,0.92544
4965,4.250333333,0.518333333,8.2,0.638333333,8.7,-0.35546,0.043184,0.005151833,8.7425,2.4583E-10,5.323646667,1.0233
4967,3.7475625,0.49375,7.59,0.609027778,8.09,-0.36,0.060037,0.005371111,8.0973,2.7376E-10,6.07425,0.98369
4968,3.959488889,0.495555556,7.99,0.613888889,8.53,-0.40389,0.097726,0.005003611,8.5615,1.2751E-09,4.645775,1.0567
4969,4.115372917,0.498229167,8.26,0.620833333,8.73,-0.36,0.05,0.005739375,8.7693,2.9255E-10,9.621540625,1.002
4970,3.5017,0.485,7.22,0.606666667,7.8,-0.41541,0.070795,0.006038833,7.9032,1.5951E-09,1.823051667,1.0598
4971,2.496944444,0.494444444,5.05,0.616666667,5.4,-0.367,0.042,0.009284722,5.4067,2.2616E-10,7.890131944,1.005
4972,3.750666667,0.483333333,7.76,0.608333333,8.25,-0.31,0.05,0.007159167,8.2719,4.2491E-11,5.900297222,0.91131
4973,3.7448,0.496,7.55,0.614666667,8.27,-0.34409,0.051995,0.005872833,8.2912,1.5536E-10,1.608903333,0.97043
4974,3.799057407,0.479074074,7.93,0.622962963,8.32,-0.37099,0.136,0.008842222,8.3923,4.6192E-10,26.92936111,1.0265
4975,3.498453333,0.475333333,7.36,0.608166667,7.97,-0.33001,0.06,0.008484833,7.999,9.0474E-11,2.455785,0.94031
4976,4.07225,0.497222222,8.19,0.626388889,8.69,-0.41271,0.083303,0.006087778,8.7195,1.6674E-09,13.0566875,1.0898
4977,4.034666667,0.494444444,8.16,0.614305556,8.59,-0.352,0.062002,0.005631111,8.623,2.2149E-10,16.81510694,0.9807
4978,3.670366667,0.496666667,7.39,0.613333333,8,-0.36799,0.062,0.005507667,8.0181,3.5497E-10,2.429015,1.0027
4979,4.246366667,0.521666667,8.14,0.646666667,8.69,-0.32299,0.03,0.006047833,8.7021,7.2194E-11,4.361341667,0.98713
4980,3.5064,0.487,7.2,0.605,7.74,-0.33,0.03,0.006449,7.803,8.394E-11,2.215615,0.93371
4981,4.136166667,0.498333333,8.3,0.623333333,8.8,-0.36,0.05,0.005971667,8.8831,2.9527E-10,3.91622,1.0063
4982,4.164333333,0.516666667,8.06,0.63,8.56,-0.35601,0.07,0.004449,8.5976,2.5647E-10,4.503968333,1.0125
4983,4.2636,0.51,8.36,0.629074074,8.74,-0.3564,0.05373,0.005114074,8.7951,2.607E-10,27.63098148,1.0101
4984,4.235791667,0.509722222,8.31,0.631944444,8.98,-0.3804,0.017004,0.005226944,8.9989,5.6433E-10,2.517993056,1.0483
4985,3.926,0.503333333,7.8,0.616666667,8.2,-0.32189,0.046902,0.005223667,8.2263,6.7509E-11,13.491115,0.9405
4986,3.7485,0.49,7.65,0.608666667,8.12,-0.36881,0.073695,0.005746333,8.1456,3.8021E-10,7.578956667,0.99633
4987,3.4992,0.486,7.2,0.605,7.74,-0.34311,0.085194,0.006457833,7.7551,1.4892E-10,3.319651667,0.95521
4988,3.75215,0.505,7.43,0.615,7.97,-0.35339,0.055345,0.0046275,7.9809,2.117E-10,3.386378333,0.98386
4989,4.063434375,0.496145833,8.19,0.6184375,8.65,-0.32809,0.039595,0.00609625,8.6692,8.9261E-11,11.48733542,0.95169
4990,4.09656,0.507,8.08,0.618,8.78,-0.33999,0.050011,0.004431833,8.8022,1.4187E-10,1.755443333,0.96952
4991,3.938520833,0.497916667,7.91,0.623333333,8.59,-0.288,0.085995,0.006947917,8.7147,1.8531E-11,1.23890625,0.9047
4992,3.749555556,0.498611111,7.52,0.625,8.35,-0.30371,0.044335,0.0072275,8.4054,3.2312E-11,1.095919444,0.92799
4993,2.636763889,0.509027778,5.18,0.63,5.58,-0.36001,0.05,0.008468889,5.5907,1.8528E-10,4.401320833,1.0173
